,category,expiration_date,name,price,product_id,production_date,quantity,rating,status,normalized_price
750,Напитки,2027-07-07,Донат магний,2275,751,2001-02-13,328,0.32,In Stock,0.0005197669068180167
751,Бакалея,2011-03-02,Йогурт натуральный,6333,752,2003-01-23,569,0.54,Backorder,0.0014468939871993406
752,Бакалея,1992-05-05,Белый перец молотый,7944,753,1991-04-02,469,2.17,Awaiting Review,0.0018149574979175053
753,Бакалея,2027-01-18,Каша из перловки,182,754,1999-01-18,536,0.17,Temporarily Unavailable,4.1581352545441334e-05
754,Молочные продукты,2019-07-27,Каймак,2312,755,1992-01-10,577,4.58,Delivered,0.000528220258709123
755,Овощи,2026-01-02,Эндивий,8927,756,2021-01-03,418,4.25,Cancelled,0.0020395424954568944
756,Напитки,2020-05-12,7UP,7865,757,2019-09-02,35,0.25,Delivered,0.0017969084492851434
757,Мясо,2018-02-28,Сэндвичи с ветчиной,2867,758,2017-01-05,814,1.27,Awaiting Payment,0.000655020537075716
758,Товары для дома,2012-09-04,Формы для выпечки,453,759,1993-01-13,672,0.3,Awaiting Payment,0.00010349644342354354
759,Товары для дома,2019-07-08,Швабра,412,760,2003-01-07,643,1.04,Sold,9.412921565231775e-05
760,Овощи,2014-06-19,Чеснок,1569,761,2006-02-12,779,4.89,On Backorder,0.0003584678139769091
761,Молочные продукты,2019-09-03,Каймак,2542,762,2013-05-14,868,3.24,New,0.0005807681218159993
762,Бакалея,2013-08-23,Чабрец сушеный,547,763,2009-03-04,343,0.44,In Stock,0.0001249725266063539
763,Фрукты,2016-01-09,Малина,2274,764,2001-03-08,355,1.57,Awaiting Review,0.0005195384378479868
764,Фрукты,2014-04-05,Кокос,7771,765,2009-04-07,262,4.48,Awaiting Payment,0.001775432366102333
765,Овощи,2027-01-01,Ямс,644,766,2022-02-09,729,0.96,Awaiting Review,0.00014713401669925395
766,Мясо,2030-02-02,Сервелат,4005,767,2015-03-04,456,1.5,Returned,0.0009150182249697393
767,Напитки,2023-02-03,Горячий шоколад,7055,768,2006-08-02,154,4.8,Awaiting Payment,0.0016118485835609265
768,Товары для дома,2019-02-01,Пакеты для спортивного инвентаря,4133,769,1995-09-05,903,2.22,On Backorder,0.0009442622531335662
769,Молочные продукты,2004-04-16,Верблюжье молоко,5726,770,2003-01-08,468,4.55,Shipping,0.0013082133223911929
770,Фрукты,2011-07-03,Помело,2432,771,2009-07-07,388,2.89,Delivered,0.0005556365351127106
771,Бакалея,2004-04-20,Растительное масло тыквенное,6780,772,1996-09-01,167,4.23,New,0.0015490196168027046
772,Бакалея,2029-04-13,Ванилин,9425,773,1997-01-01,940,3.82,Backorder,0.0021533200425317835
773,Товары для дома,2023-09-10,Пакеты для Дня независимости,3471,774,1999-05-03,607,3.47,Sold,0.0007930157949737741
774,Овощи,2002-03-16,Сельдерей,7209,775,2001-04-01,137,2.42,Backorder,0.0016470328049455307
775,Товары для дома,2017-03-11,Скалки,7180,776,2015-01-01,288,2.51,Cancelled,0.0016404072048146637
776,Овощи,2009-01-12,Кольраби,9443,777,2007-03-02,806,2.91,Backorder,0.0021574324839923214
777,Фрукты,2027-01-12,Клюква,960,778,2010-01-02,936,2.51,Delivered,0.00021933021122870155
778,Товары для дома,2024-03-02,Пакеты для рыбалки,5451,779,2020-04-07,997,3.45,New,0.001245384355632971
779,Товары для дома,2024-08-01,Простыни,1491,780,2016-02-02,180,0.06,On Backorder,0.0003406472343145771
780,Молочные продукты,2023-01-12,Творог,4532,781,2022-03-07,142,0.64,Returned,0.0010354213721754952
781,Овощи,2022-02-02,Морковь,1504,782,2021-09-02,768,0.56,Backorder,0.00034361733092496576
782,Мясо,2020-04-08,Бастурма,9572,783,2019-10-05,53,0.44,Cancelled,0.0021869049811261785
783,Фрукты,2025-06-08,Нектарин,8723,784,2018-02-12,182,2.8,On Backorder,0.0019929348255707953
784,Товары для дома,2020-07-26,Пакеты для растений,5927,785,2020-01-10,715,0.89,Awaiting Review,0.0013541355853672022
785,Бакалея,2017-02-03,Мускатный орех молотый,5553,786,2014-02-17,417,3.23,Sold,0.0012686881905760205
786,Мясо,2017-01-08,Ливерная колбаса,1701,787,2006-03-09,185,1.54,On Backorder,0.0003886257180208556
787,Товары для дома,2027-03-06,Миксер,4403,788,1998-10-03,755,2.04,Shipping,0.0010059488750416385
788,Молочные продукты,2009-04-01,Голландский сыр,4187,789,1997-12-05,38,1.71,Returned,0.0009565995775151806
789,Фрукты,2027-02-05,Киви,7092,790,2016-03-02,200,2.2,Shipping,0.0016203019354520327
790,Товары для дома,2029-01-01,Фольга алюминиевая,2235,791,2018-01-27,583,3.5,Delivered,0.0005106281480168208
791,Товары для дома,2023-07-01,Пакеты для садовых работ,7889,792,2007-02-01,889,3.94,Cancelled,0.001802391704565861
792,Напитки,2021-05-05,Магаданская,1641,793,2010-02-02,242,3.16,Awaiting Payment,0.0003749175798190617
793,Мясо,2023-02-13,Рагу,2305,794,2018-06-02,711,2.42,Temporarily Unavailable,0.0005266209759189136
794,Овощи,2023-07-08,Цукини,825,795,1999-05-02,643,4.45,Awaiting Payment,0.0001884869002746654
795,Мясо,1994-01-04,Печень,5684,796,1991-05-18,364,1.97,Pending,0.0012986176256499372
796,Овощи,2023-07-07,Брокколи,1265,797,1996-01-18,341,4.24,Refunded,0.0002890132470878203
797,Молочные продукты,2029-03-13,Сыр,5942,798,2001-01-03,310,3.06,Backorder,0.0013575626199176507
798,Фрукты,2026-03-02,Лимон,9056,799,2009-04-07,776,4.05,Awaiting Payment,0.0020690149925907514
799,Товары для дома,2024-04-01,Контейнеры для хранения продуктов,776,800,2020-05-17,595,3.93,Pending,0.00017729192074320043
800,Мясо,2024-04-10,Чебуреки,7192,801,2020-02-02,316,1.59,On Backorder,0.0016431488324550225
801,Фрукты,2027-04-22,Помело,9598,802,2011-03-07,590,1.09,Out of Stock,0.002192845174346956
802,Товары для дома,2007-06-01,Одеяла,982,803,1991-01-05,912,2.79,Out of Stock,0.0002243565285693593
803,Мясо,2007-12-12,Карбонад,375,804,2003-05-01,474,2.14,Awaiting Review,8.567586376121154e-05
804,Напитки,2020-01-01,Новошахтинская,1538,805,2018-08-02,824,3.93,On Backorder,0.00035138527590598226
805,Бакалея,2022-11-02,Каша из дробленного риса,2981,806,2021-02-01,361,1.51,Awaiting Review,0.0006810659996591243
806,Товары для дома,2013-06-08,Туалетная бумага,2629,807,2010-03-26,446,2.58,Backorder,0.0006006449222086004
807,Товары для дома,2004-02-22,Мультиварка,9491,808,1994-02-02,210,3.99,Backorder,0.002168398994553757
808,Товары для дома,2018-02-15,Полотенца банные,2150,809,2017-01-04,229,1.13,On Backorder,0.0004912082855642795
809,Овощи,2014-05-17,Топинамбур,9075,810,1993-02-01,92,4.51,Refunded,0.0020733559030213194
810,Фрукты,2023-01-07,Карамбола,3181,811,2015-04-01,332,3.21,Sold,0.0007267597936651038
811,Напитки,2029-03-05,Читинская,213,812,2021-06-01,642,0.07,Temporarily Unavailable,4.8663890616368155e-05
812,Напитки,2016-03-04,Коктебельская,381,813,1999-06-01,379,1.92,Awaiting Payment,8.704667758139093e-05
813,Мясо,2007-06-05,Сальтисон,6769,814,2003-01-01,225,1.21,Out of Stock,0.0015465064581323758
814,Фрукты,2004-03-01,Фейхоа,3032,815,1996-03-01,961,3.37,Pending,0.000692717917130649
815,Товары для дома,2024-02-01,Пакеты для Дня матери,2801,816,2010-01-03,719,4.42,Returned,0.0006399415850537427
816,Бакалея,2014-04-13,Кунжут белый,7996,817,2013-05-07,450,4.73,Cancelled,0.00182683788435906
817,Бакалея,2017-02-09,Базилик сушеный,125,818,1999-01-03,320,0.02,Backorder,2.855862125373718e-05
818,Напитки,2025-03-03,Хабаровская,9294,819,2003-08-22,292,2.37,Shipping,0.0021233906074578667
819,Овощи,2021-01-05,Спаржа,4339,820,2007-01-14,450,1.88,Sold,0.000991326860959725
820,Фрукты,2005-07-21,Карамбола,503,821,2004-03-01,895,2.0,Delivered,0.00011491989192503841
821,Мясо,2020-10-10,Ветчина,2000,822,2009-05-08,763,2.9,New,0.0004569379400597949
822,Фрукты,2014-05-01,Апельсин,9272,823,1992-01-08,899,4.75,On Backorder,0.002118364290117209
823,Фрукты,2026-08-03,Авокадо,6032,824,2021-07-02,541,3.55,Delivered,0.0013781248272203414
824,Овощи,2005-07-05,Брюква,6178,825,2001-03-12,748,2.96,Available for Pickup,0.0014114812968447064
825,Молочные продукты,2022-02-12,Российский сыр,8559,826,2007-02-17,443,0.3,Temporarily Unavailable,0.0019554659144858924
826,Молочные продукты,2002-03-04,Ласси,6879,827,1994-02-03,44,3.69,In Stock,0.0015716380448356645
827,Товары для дома,2027-01-08,Дезодорант,7858,828,2016-01-15,476,3.93,Pending,0.001795309166494934
828,Бакалея,2010-03-10,Шалфей сушеный,6148,829,2009-02-13,528,1.88,Awaiting Review,0.0014046272277438096
829,Товары для дома,2019-01-03,Пакеты для корпоратива,8411,830,2017-02-10,8,0.51,Shipping,0.0019216525069214675
830,Напитки,2014-05-03,Red Bull,4443,831,2012-02-08,800,3.47,In Stock,0.0010150876338428344
831,Товары для дома,2013-01-08,Расческа,7379,832,1999-01-19,442,4.11,Awaiting Review,0.0016858725298506132
832,Товары для дома,2030-03-08,Ведро для мытья полов,9480,833,2004-01-08,871,1.92,New,0.002165885835883428
833,Фрукты,2023-07-08,Дыня,1944,834,1990-01-20,371,2.55,Refunded,0.00044414367773812065
834,Бакалея,2018-07-05,Укроп сушеный,4286,835,1999-01-02,549,4.5,Out of Stock,0.0009792180055481405
835,Овощи,2005-01-01,Брокколи,6248,836,2003-05-01,684,4.3,New,0.0014274741247467992
836,Овощи,2018-08-09,Свекла,2658,837,1997-02-11,229,0.97,Cancelled,0.0006072705223394674
837,Молочные продукты,2028-01-19,Российский сыр,3360,838,1995-04-10,844,4.43,In Stock,0.0007676557393004554
838,Напитки,2025-01-03,Perrier,5606,839,2021-04-15,359,4.34,Available for Pickup,0.0012807970459876052
839,Овощи,2019-02-02,Батат,8026,840,2016-03-01,454,2.4,Sold,0.001833691953459957
840,Товары для дома,2009-01-05,Пакеты для школы,5670,841,2001-01-16,614,0.81,Refunded,0.0012954190600695185
841,Мясо,2018-04-11,Зельц,4773,842,2012-04-13,512,0.32,Sold,0.0010904823939527006
842,Фрукты,2022-03-18,Рамбутан,1014,843,2005-06-06,80,4.79,Returned,0.00023166753561031602
843,Напитки,2026-03-14,Крымская,5615,844,1995-04-02,974,1.99,Sold,0.0012828532667178742
844,Молочные продукты,1998-06-04,Ряженка,5021,845,1998-01-01,507,3.54,Refunded,0.001147142698520115
845,Мясо,2022-01-08,Конина,4246,846,2021-01-09,972,0.89,Awaiting Review,0.0009700792467469446
846,Бакалея,2004-03-19,Лавровый лист сушеный,8477,847,1995-09-13,285,1.45,Refunded,0.0019367314589434407
847,Напитки,2020-01-11,Байкал,7928,848,2019-01-01,367,2.03,Awaiting Payment,0.001811301994397027
848,Бакалея,2018-03-02,Куркума молотая,8402,849,2015-05-12,130,4.54,Shipping,0.0019195962861911983
849,Мясо,2024-01-21,Буузы,3950,850,2008-05-10,505,4.81,Awaiting Review,0.0009024524316180949
850,Фрукты,2023-07-04,Нектарин,4437,851,2013-07-15,112,0.03,Delivered,0.001013716820022655
851,Бакалея,2009-04-06,Каша из дробленной кукурузной крупы,7155,852,2003-02-18,490,1.42,Sold,0.0016346954805639162
852,Напитки,2019-03-11,Карачинская,4124,853,2009-11-18,664,0.84,Backorder,0.0009422060324032971
853,Овощи,2015-01-17,Чеснок,1051,854,2010-03-06,466,4.74,Pending,0.00024012088750142223
854,Фрукты,2004-04-17,Айва,8545,855,1997-01-05,418,4.84,On Backorder,0.0019522673489054737
855,Мясо,2021-02-11,Тушенка,5076,856,2010-06-19,941,2.61,On Backorder,0.0011597084918717594
856,Товары для дома,2016-04-06,Пакеты для библиотеки,8750,857,2003-05-08,456,1.28,Cancelled,0.0019991034877616027
857,Молочные продукты,2022-05-04,Ряженка,9813,858,2012-05-03,905,4.31,Cancelled,0.002241966002903384
858,Фрукты,2008-01-03,Инжир,5203,859,2007-01-25,672,0.97,Cancelled,0.0011887240510655565
859,Овощи,2018-04-02,Эндивий,1587,860,2015-04-10,401,2.02,Temporarily Unavailable,0.0003625802554374473
860,Овощи,2018-11-08,Пастернак,224,861,2008-02-15,823,4.86,Delivered,5.1177049286697026e-05
861,Напитки,2026-05-21,Кокосовая вода,4171,862,2019-06-10,122,4.87,Shipping,0.0009529440739947022
862,Напитки,2021-05-12,Артек,2542,863,2019-05-02,521,3.98,Out of Stock,0.0005807681218159993
863,Напитки,2017-01-11,Горячий шоколад,656,864,1998-06-01,168,0.76,Returned,0.00014987564433961272
864,Молочные продукты,2025-02-01,Сливки,4182,865,2014-03-02,719,2.29,New,0.0009554572326650312
865,Напитки,1999-12-05,Vittel,8358,866,1995-05-05,110,3.43,Out of Stock,0.0019095436515098828
866,Бакалея,2011-04-01,Горошек консервированный,9787,867,1995-06-07,355,3.74,In Stock,0.0022360258096826065
867,Овощи,2014-02-05,Брокколи,3586,868,1997-02-01,178,0.84,Returned,0.0008192897265272123
868,Бакалея,2024-01-04,Каша из дробленной гречки,5881,869,1995-03-22,968,4.91,Cancelled,0.0013436260127458269
869,Товары для дома,2022-05-01,Салфетки влажные,5996,870,2018-02-01,365,2.54,Out of Stock,0.001369899944299265
870,Фрукты,2007-08-08,Виноград,2278,871,2007-01-04,380,0.36,Delivered,0.0005204523137281063
871,Напитки,2002-10-06,Массандра,5121,872,1991-02-19,125,0.39,Temporarily Unavailable,0.0011699895955231048
872,Мясо,2026-07-06,Козлятина,312,873,2019-02-02,163,4.16,On Backorder,7.1282318649328e-05
873,Молочные продукты,2019-01-01,Ряженка,9404,874,2013-01-07,320,0.33,Temporarily Unavailable,0.0021485221941611554
874,Овощи,2023-03-10,Репа,2992,875,2022-11-08,894,4.3,Pending,0.0006835791583294532
875,Товары для дома,2021-01-18,Одеяла,3388,876,2009-01-14,805,1.3,Returned,0.0007740528704612926
876,Молочные продукты,2027-04-03,Молоко,3022,877,2004-02-11,944,2.33,Refunded,0.0006904332274303501
877,Мясо,2026-08-14,Чоризо,8603,878,2021-01-11,786,0.06,Out of Stock,0.0019655185491672077
878,Молочные продукты,2022-01-22,Мацони,955,879,2017-01-02,930,0.48,Available for Pickup,0.00021818786637855207
879,Овощи,2021-01-22,Ямс,9501,880,2007-07-02,781,1.2,Shipping,0.002170683684254056
880,Фрукты,1996-04-11,Абрикос,8017,881,1993-02-06,596,0.3,Refunded,0.0018316357327296878
881,Молочные продукты,2026-01-12,Мацони,5955,882,2010-01-26,893,2.24,Available for Pickup,0.0013605327165280394
882,Молочные продукты,2001-01-20,Российский сыр,4865,883,1994-06-06,412,4.26,Backorder,0.001111501539195451
883,Молочные продукты,2017-04-16,Шубат,1044,884,2012-02-01,264,4.5,New,0.00023852160471121294
884,Молочные продукты,2014-06-01,Адыгейский сыр,5192,885,2013-01-04,104,1.29,Available for Pickup,0.0011862108923952276
